1200 	 17 	 17 	 0 	 288 
0 	 
0 	 
0 	 
0 	 
0 	 
31 	 0.098600
197 	 0.030470
121 	 1.444511
114 	 1.530655
123 	 0.986408
114 	 0.670977
112 	 1.131666
109 	 0.695053
121 	 0.946400
109 	 0.865453
115 	 1.250427
115 	 0.524105
102 	 0.480256
107 	 0.897734
111 	 0.750779
107 	 0.995747
115 	 0.204656
101 	 0.786851
112 	 0.469444
95 	 0.410732
97 	 0.476145
88 	 0.679408
75 	 0.389228
73 	 0.426160
54 	 0.285352
40 	 0.413101
36 	 0.343743
27 	 0.216342
30 	 -0.121022
28 	 0.206581
22 	 0.090394
38 	 0.402304
53 	 -0.076914
60 	 0.149895
82 	 0.583717
96 	 0.542496
87 	 0.996739
110 	 0.952520
91 	 1.004609
103 	 1.238239
97 	 0.840358
122 	 1.378828
109 	 0.595848
105 	 1.225352
116 	 0.242514
101 	 2.039675
110 	 0.873905
101 	 1.609212
105 	 0.850703
95 	 0.125009
101 	 1.819124
110 	 0.485601
107 	 0.607208
104 	 1.607357
102 	 0.744856
114 	 0.867622
106 	 1.161945
99 	 0.334676
99 	 0.590973
107 	 0.773262
110 	 0.682993
105 	 1.351150
97 	 1.718568
109 	 1.121219
104 	 0.940023
107 	 1.107527
110 	 1.585931
114 	 0.613181
101 	 0.304202
94 	 0.445537
100 	 0.183187
114 	 0.772981
111 	 1.188256
109 	 0.780832
94 	 1.435915
119 	 1.478083
114 	 1.073228
105 	 0.891682
107 	 0.511843
95 	 0.732553
102 	 1.004305
111 	 0.703448
108 	 0.497446
105 	 1.247784
99 	 0.511635
99 	 0.775491
103 	 1.934024
104 	 1.145114
110 	 1.130235
100 	 1.401203
96 	 1.331592
105 	 0.405606
116 	 0.416807
107 	 0.323775
113 	 1.196521
103 	 1.209518
102 	 0.926647
107 	 1.354215
98 	 0.872211
104 	 1.600814
106 	 1.151040
107 	 0.225326
109 	 1.208163
101 	 0.342444
107 	 0.437905
91 	 0.562623
110 	 0.646151
106 	 0.874509
95 	 0.110122
111 	 0.920518
102 	 1.027018
95 	 0.581155
97 	 0.325186
103 	 0.302804
99 	 0.367031
95 	 0.221822
92 	 0.219871
94 	 1.048585
80 	 0.269712
90 	 0.223733
84 	 0.384368
88 	 0.138107
88 	 0.749633
93 	 0.604474
82 	 0.418339
81 	 0.971021
85 	 0.178993
83 	 0.524100
81 	 0.304422
87 	 1.265602
88 	 0.264710
88 	 0.830108
90 	 0.983939
82 	 0.925281
96 	 0.595787
93 	 0.580561
108 	 0.918488
111 	 0.505371
95 	 0.883236
98 	 0.778329
99 	 1.645521
104 	 1.718173
98 	 0.904247
106 	 0.833174
95 	 0.786816
101 	 0.620345
95 	 0.544098
100 	 0.898874
103 	 0.675538
120 	 0.764346
117 	 1.642620
109 	 0.379068
103 	 0.344389
108 	 0.884550
109 	 0.987418
82 	 1.206710
116 	 0.560583
118 	 1.589954
101 	 0.484053
104 	 1.680216
110 	 0.802327
105 	 1.010550
101 	 0.635665
99 	 0.787655
95 	 0.322676
105 	 1.109739
121 	 1.462939
110 	 0.510165
116 	 0.446026
107 	 1.500485
93 	 1.634745
101 	 0.900914
111 	 0.371417
110 	 0.457905
108 	 1.245711
116 	 0.670451
118 	 1.045063
96 	 0.833558
118 	 1.031556
108 	 1.181800
112 	 0.581350
117 	 1.159264
104 	 0.729225
99 	 0.836457
107 	 1.584434
114 	 1.642067
111 	 0.615505
110 	 0.438703
111 	 0.724498
107 	 0.642352
90 	 1.155697
109 	 0.928323
95 	 0.543712
106 	 0.707937
110 	 0.606047
100 	 0.891694
98 	 1.444425
100 	 0.939367
108 	 1.057675
112 	 1.099055
117 	 1.431793
96 	 0.969694
95 	 0.715835
115 	 0.661873
111 	 1.484748
106 	 0.494634
109 	 0.689797
95 	 1.046391
105 	 0.312840
102 	 1.062988
114 	 0.962314
108 	 0.798144
109 	 1.185595
119 	 0.699244
112 	 0.755294
102 	 0.255607
103 	 1.543553
100 	 0.815368
118 	 0.800875
109 	 0.988930
105 	 1.247187
99 	 0.680850
103 	 0.697505
114 	 0.257636
104 	 0.563134
109 	 1.174425
101 	 1.944921
111 	 0.690264
106 	 0.967639
90 	 0.613975
100 	 1.137308
99 	 0.390381
112 	 1.569064
98 	 0.859302
96 	 1.537925
109 	 0.658348
97 	 0.717269
100 	 1.208481
101 	 0.978028
88 	 0.699305
95 	 0.695227
101 	 0.485256
98 	 0.403657
95 	 0.299327
98 	 0.914203
100 	 0.690898
100 	 0.388960
101 	 0.412442
94 	 0.251838
96 	 0.621232
106 	 -0.038105
109 	 0.778517
105 	 0.981350
99 	 1.150685
93 	 1.013684
104 	 0.631885
90 	 0.460461
87 	 0.892010
102 	 1.084481
102 	 0.620001
109 	 0.823558
105 	 0.370987
93 	 2.163315
100 	 0.457763
100 	 1.042404
94 	 1.042437
99 	 0.900498
100 	 0.832979
104 	 0.731389
107 	 0.798611
113 	 0.753850
99 	 0.858782
100 	 1.465210
99 	 0.865280
107 	 0.882789
100 	 0.756623
98 	 0.326244
102 	 0.784769
115 	 0.751642
97 	 0.745057
106 	 1.204867
104 	 0.416678
102 	 0.849890
111 	 1.035650
